년,월,국적지역,단기체류외국인 수
2023,03,모리셔스,14
2023,03,홍콩거주난민,14
2023,03,시에라리온,13
2023,03,아이티,13
2023,03,엘살바도르,13
2023,03,마다가스카르,12
2023,03,미등록국가,12
2023,03,미이크로네시아,12
2023,03,세인트크리스토퍼네비스,12
2023,03,아르메니아,12
2023,03,파푸아뉴기니,12
2023,03,팔레스타인,12
2023,03,부르키나파소,11
2023,03,기니,10
2023,03,콩고,10
2023,03,감비아,9
2023,03,북마케도니아,9
2023,03,모잠비크,8
2023,03,베냉,8
2023,03,아이슬란드,8
2023,03,오만,8
2023,03,도미니카연방,7
2023,03,바레인,7
2023,03,자이르,7
2023,03,트리니다드토바고,7
2023,03,팔라우,7
2023,03,기니비사우,6
2023,03,나미비아,6
2023,03,부탄,6
2023,03,사모아,6
2023,03,투발루,6
2023,03,말라위,5
2023,03,몬테네그로,5
2023,03,보스니아-헤르체고비나,5
2023,03,에스와티니,5
2023,03,코모로,5
2023,03,토고,5
2023,03,통가,5
2023,03,모리타니,4
2023,03,바하마,4
2023,03,보츠와나,4
2023,03,소말리아,4
2023,03,수리남,4
2023,03,앤티카바부다,4
2023,03,에리트레아,4
2023,03,중앙아프리카공화국,4
2023,03,쿠바,4
2023,03,가이아나,3
2023,03,그레나다,3
2023,03,나우루,3
2023,03,니제르,3
2023,03,벨리즈,3
2023,03,솔로몬군도,3
2023,03,지부티,3
2023,03,레소토,2
2023,03,리히텐슈타인,2
2023,03,몰디브,2
2023,03,바누아투,2
2023,03,바베이도스,2
2023,03,상투메프린시페,2
2023,03,적도기니,2
2023,03,카보베르데,2
2023,03,코소보,2
2023,03,키리바시,2
2023,03,모나코,1
2023,03,산마리노,1
2023,03,세르비아몬테네그로,1
2023,03,세이셸,1
2023,03,세인트루시아,1
2023,03,세인트빈센트그레나딘,1
2023,03,스발바르,1
2023,03,안도라,1
2023,03,영국외지시민,1
2023,03,유고슬라비아,1
2023,04,태국,171432
2023,04,미국,91986
2023,04,중국,89506
2023,04,베트남,50644
2023,04,몽골,25897
2023,04,일본,17407
2023,04,필리핀,14068
2023,04,러시아(연방),13957
2023,04,카자흐스탄,13063
2023,04,한국계중국인,11884
2023,04,타이완,9520
2023,04,캐나다,8197
2023,04,인도네시아,7358
2023,04,말레이시아,6983
2023,04,싱가포르,6352
2023,04,오스트레일리아,6244
2023,04,프랑스,6008
2023,04,우즈베키스탄,5334
2023,04,네팔,4002
2023,04,방글라데시,3711
2023,04,독일,3364
2023,04,홍콩,3122
2023,04,영국,3104
2023,04,캄보디아,2684
2023,04,인도,2566
2023,04,파키스탄,2449
2023,04,미얀마,1905
2023,04,스리랑카,1838
2023,04,네덜란드,1729
2023,04,뉴질랜드,1535
2023,04,라오스,1289
2023,04,타지키스탄,1235
2023,04,튀르키예,1128
2023,04,브라질,1033
2023,04,폴란드,1018
2023,04,이탈리아,988
2023,04,키르기즈,907
2023,04,스위스,802
2023,04,이란,746
2023,04,스페인,722
2023,04,멕시코,659
2023,04,벨기에,524
2023,04,페루,476
2023,04,이스라엘,459
2023,04,사우디아라비아,447
2023,04,스웨덴,446
2023,04,남아프리카공화국,410
2023,04,나이지리아,379
2023,04,아르헨티나,357
2023,04,이집트,357
2023,04,가나,335
2023,04,아랍에미리트연합,323
2023,04,덴마크,306
2023,04,오스트리아,281
2023,04,우크라이나,242
2023,04,모로코,233
2023,04,칠레,232
2023,04,아일랜드,226
2023,04,콜롬비아,218
2023,04,노르웨이,217
2023,04,핀란드,207
2023,04,체코,203
2023,04,루마니아,200
2023,04,티모르민주공화국,199
2023,04,포르투갈,199
2023,04,헝가리,190
2023,04,리비아,184
2023,04,마카오,150
2023,04,불가리아,143
2023,04,이라크,133
2023,04,파라과이,133
2023,04,그리스,121
2023,04,에콰도르,119
2023,04,튀니지,112
2023,04,브루나이,104
2023,04,투르크메니스탄,99
2023,04,요르단,84
2023,04,케냐,81
2023,04,리투아니아,75
2023,04,에티오피아,71
2023,04,슬로바크,69
2023,04,라트비아,67
2023,04,쿠웨이트,67
2023,04,영국외지민,66
2023,04,과테말라,65
2023,04,베네수엘라,65
2023,04,세르비아,64
2023,04,라이베리아,62
2023,04,시리아,61
2023,04,알제리,61
2023,04,크로아티아,61
2023,04,벨라루스,60
2023,04,조지아,59
2023,04,코스타리카,58
2023,04,도미니카공화국,55
2023,04,에스토니아,55
2023,04,아프가니스탄,51
2023,04,카메룬,51
2023,04,카타르,51
2023,04,우간다,50
2023,04,아제르바이잔,46
2023,04,코트디부아르,44
2023,04,슬로베니아,40
2023,04,예멘공화국,40
2023,04,탄자니아,40
2023,04,수단,39
2023,04,온두라스,39
2023,04,말라위,35
2023,04,알바니아,35
2023,04,국제연합,34
2023,04,룩셈부르크,34
2023,04,무국적,32
2023,04,파나마,32
2023,04,우루과이,31
2023,04,바레인,29
2023,04,피지,29
2023,04,르완다,26
2023,04,볼리비아,25
2023,04,부룬디,25
2023,04,자메이카,25
2023,04,콩고민주공화국,25
2023,04,짐바브웨,24
2023,04,말리,23
2023,04,오만,23
2023,04,키프로스,23
2023,04,시에라리온,22
2023,04,잠비아,22
2023,04,몰타,20
2023,04,엘살바도르,20
2023,04,모리셔스,19
2023,04,니카라과,18
2023,04,레바논,18
2023,04,마샬군도,17
2023,04,미이크로네시아,16
2023,04,세네갈,16
2023,04,몰도바,15
2023,04,아르메니아,15
2023,04,아이슬란드,15
2023,04,아이티,14
2023,04,북마케도니아,13
2023,04,트리니다드토바고,13
2023,04,홍콩거주난민,13
2023,04,가봉,12
2023,04,바누아투,12
2023,04,사모아,12
2023,04,세인트크리스토퍼네비스,12
2023,04,통가,12
2023,04,파푸아뉴기니,12
2023,04,팔레스타인,12
2023,04,기니,11
2023,04,보스니아-헤르체고비나,10
2023,04,콩고,10
2023,04,팔라우,10
2023,04,감비아,9
2023,04,모잠비크,9
2023,04,부르키나파소,9
2023,04,도미니카연방,8
2023,04,마다가스카르,8
2023,04,몰디브,8
2023,04,미등록국가,8
2023,04,베냉,8
2023,04,보츠와나,7
2023,04,안도라,7
2023,04,앙골라,7
2023,04,자이르,7
2023,04,토고,7
2023,04,기니비사우,6
2023,04,모리타니,6
2023,04,몬테네그로,6
2023,04,바하마,6
2023,04,부탄,6
2023,04,소말리아,5
2023,04,수리남,5
2023,04,에스와티니,5
2023,04,중앙아프리카공화국,5
2023,04,쿠바,5
2023,04,투발루,5
2023,04,벨리즈,4
2023,04,솔로몬군도,4
2023,04,앤티카바부다,4
2023,04,코소보,4
2023,04,그레나다,3
2023,04,나우루,3
2023,04,지부티,3
2023,04,나미비아,2
2023,04,니제르,2
2023,04,레소토,2
2023,04,상투메프린시페,2
2023,04,세인트빈센트그레나딘,2
2023,04,에리트레아,2
2023,04,적도기니,2
2023,04,코모로,2
2023,04,가이아나,1
2023,04,리히텐슈타인,1
2023,04,바베이도스,1
2023,04,산마리노,1
2023,04,세르비아몬테네그로,1
2023,04,세이셸,1
2023,04,세인트루시아,1
2023,04,스발바르,1
2023,04,유고슬라비아,1
2023,04,카보베르데,1
2023,04,키리바시,1
2023,05,태국,167333
2023,05,미국,96781
2023,05,중국,83948
2023,05,베트남,46181
2023,05,몽골,25239
2023,05,러시아(연방),13964
2023,05,일본,13773
2023,05,카자흐스탄,13179
2023,05,필리핀,13140
2023,05,한국계중국인,11572
2023,05,타이완,9596
2023,05,싱가포르,8850
2023,05,인도네시아,7561
2023,05,말레이시아,7374
2023,05,캐나다,7099
2023,05,오스트레일리아,5880
2023,05,우즈베키스탄,5270
2023,05,홍콩,4337
2023,05,네팔,4325
2023,05,독일,3986
2023,05,프랑스,3980
2023,05,방글라데시,3945
2023,05,인도,3307
2023,05,캄보디아,2902
2023,05,영국,2882
2023,05,파키스탄,2431
2023,05,미얀마,2153
2023,05,스리랑카,1867
2023,05,라오스,1709
2023,05,뉴질랜드,1459
2023,05,튀르키예,1261
2023,05,타지키스탄,1213
2023,05,네덜란드,1179
2023,05,브라질,1037
2023,05,키르기즈,970
2023,05,이탈리아,900
2023,05,스페인,876
2023,05,이란,788
2023,05,멕시코,713
2023,05,폴란드,670
2023,05,스위스,597
2023,05,페루,527
2023,05,이스라엘,490
2023,05,스웨덴,473
2023,05,벨기에,410
2023,05,나이지리아,390
2023,05,이집트,385
2023,05,사우디아라비아,358
2023,05,남아프리카공화국,354
2023,05,가나,350
2023,05,아랍에미리트연합,348
2023,05,덴마크,340
2023,05,아르헨티나,330
2023,05,루마니아,278
2023,05,우크라이나,278
2023,05,아일랜드,276
2023,05,오스트리아,275
2023,05,노르웨이,263
2023,05,리비아,263
2023,05,모로코,250
2023,05,핀란드,247
2023,05,티모르민주공화국,241
2023,05,콜롬비아,233
2023,05,마카오,227
2023,05,칠레,195
2023,05,포르투갈,182
2023,05,체코,163
2023,05,파라과이,157
2023,05,이라크,151
2023,05,요르단,128
2023,05,그리스,127
2023,05,투르크메니스탄,121
2023,05,헝가리,120
2023,05,에콰도르,110
2023,05,튀니지,109
2023,05,브루나이,105
2023,05,케냐,103
2023,05,시리아,102
2023,05,알제리,91
2023,05,불가리아,81
2023,05,크로아티아,75
2023,05,리투아니아,73
2023,05,우간다,72
2023,05,코트디부아르,72
2023,05,과테말라,71
2023,05,도미니카공화국,71
2023,05,베네수엘라,71
2023,05,코스타리카,69
2023,05,영국외지민,66
2023,05,카메룬,64
2023,05,쿠웨이트,62
2023,05,에스토니아,61
2023,05,슬로바크,60
2023,05,카타르,60
2023,05,피지,59
2023,05,라이베리아,56
2023,05,라트비아,56
2023,05,아프가니스탄,51
2023,05,알바니아,51
2023,05,조지아,50
2023,05,벨라루스,49
2023,05,아제르바이잔,49
2023,05,에티오피아,49
2023,05,아이슬란드,48
2023,05,국제연합,47
2023,05,탄자니아,43
2023,05,세르비아,42
2023,05,예멘공화국,41
2023,05,온두라스,41
2023,05,룩셈부르크,40
2023,05,세네갈,39
2023,05,수단,39
2023,05,파푸아뉴기니,39
2023,05,레바논,37
2023,05,슬로베니아,36
2023,05,오만,35
2023,05,무국적,32
2023,05,키프로스,32
2023,05,앙골라,31
2023,05,우루과이,31
2023,05,볼리비아,29
2023,05,짐바브웨,29
2023,05,자메이카,26
2023,05,콩고민주공화국,25
2023,05,마샬군도,23
2023,05,말리,23
2023,05,가봉,22
2023,05,잠비아,22
2023,05,르완다,21
2023,05,팔라우,21
2023,05,모리셔스,20
2023,05,모잠비크,20
2023,05,통가,19
2023,05,파나마,19
2023,05,시에라리온,17
2023,05,팔레스타인,17
2023,05,니카라과,16
2023,05,몰타,16
2023,05,미이크로네시아,16
2023,05,사모아,16
2023,05,엘살바도르,16
2023,05,쿠바,16
2023,05,부탄,15
2023,05,세인트크리스토퍼네비스,15
2023,05,바레인,14
2023,05,보스니아-헤르체고비나,14
2023,05,부르키나파소,13
2023,05,홍콩거주난민,13
2023,05,나우루,12
2023,05,몰도바,12
2023,05,아르메니아,12
2023,05,아이티,12
2023,05,트리니다드토바고,12
2023,05,말라위,11
2023,05,감비아,10
2023,05,기니,10
2023,05,몬테네그로,10
2023,05,바하마,10
2023,05,콩고,10
2023,05,국적불명,9
2023,05,베냉,8
2023,05,에스와티니,8
2023,05,키리바시,8
2023,05,도미니카연방,7
2023,05,보츠와나,7
2023,05,부룬디,7
2023,05,자이르,7
2023,05,토고,7
2023,05,마다가스카르,6
2023,05,몰디브,6
2023,05,투발루,6
2023,05,모리타니,5
2023,05,바누아투,5
2023,05,바베이도스,5
2023,05,소말리아,5
2023,05,솔로몬군도,5
2023,05,코모로,5
2023,05,코소보,5
2023,05,기니비사우,4
2023,05,북마케도니아,4
2023,05,수리남,4
2023,05,에리트레아,4
2023,05,중앙아프리카공화국,4
2023,05,지부티,4
2023,05,가이아나,3
2023,05,나미비아,3
2023,05,니제르,3
2023,05,산마리노,3
2023,05,상투메프린시페,3
2023,05,세인트루시아,3
2023,05,적도기니,3
2023,05,레소토,2
2023,05,리히텐슈타인,2
2023,05,벨리즈,2
2023,05,남수단공화국,1
2023,05,세르비아몬테네그로,1
2023,05,세이셸,1
2023,05,세인트빈센트그레나딘,1
2023,05,스발바르,1
2023,05,안도라,1
2023,05,유고슬라비아,1
2023,05,차드,1
2023,05,카보베르데,1
2023,06,가나,336
2023,06,가봉,19
2023,06,가이아나,1
2023,06,감비아,9
2023,06,과테말라,75
2023,06,국적불명,8
2023,06,국제연합,19
2023,06,국제연합 전문기구,9
2023,06,그레나다,7
2023,06,그리스,143
2023,06,기니,11
2023,06,기니비사우,3
2023,06,나미비아,7
2023,06,나우루,3
2023,06,나이지리아,378
2023,06,남수단공화국,1
2023,06,남아프리카공화국,432
2023,06,네덜란드,756
2023,06,네팔,4304
2023,06,노르웨이,553
2023,06,뉴질랜드,1442
2023,06,니제르,2
2023,06,니카라과,14
2023,06,덴마크,375
2023,06,도미니카공화국,67
2023,06,도미니카연방,17
2023,06,독일,2778
2023,06,라오스,1365
2023,06,라이베리아,57
2023,06,라트비아,43
2023,06,러시아(연방),14906
2023,06,레바논,31
2023,06,레소토,3
2023,06,루마니아,169
2023,06,룩셈부르크,22
2023,06,르완다,42
2023,06,리비아,186
2023,06,리투아니아,84
2023,06,리히텐슈타인,2
2023,06,마다가스카르,14
2023,06,마샬군도,17
2023,06,마카오,458
2023,06,말라위,6
2023,06,말레이시아,5718
2023,06,말리,26
2023,06,멕시코,710
2023,06,모로코,204
2023,06,모리셔스,30
2023,06,모리타니,4
2023,06,모잠비크,29
2023,06,몬테네그로,4
2023,06,몰도바,11
2023,06,몰디브,5
2023,06,몰타,15
2023,06,몽골,27180
2023,06,무국적,34
2023,06,미국,105972
2023,06,미얀마,2601
2023,06,미이크로네시아,14
2023,06,바누아투,7
2023,06,바레인,8
2023,06,바베이도스,1
2023,06,바하마,1
2023,06,방글라데시,3636
2023,06,베냉,10
2023,06,베네수엘라,79
2023,06,베트남,47530
2023,06,벨기에,382
2023,06,벨라루스,69
2023,06,벨리즈,3
2023,06,보스니아-헤르체고비나,7
2023,06,보츠와나,9
2023,06,볼리비아,32
2023,06,부룬디,10
2023,06,부르키나파소,13
2023,06,부탄,14
2023,06,북마케도니아,6
2023,06,불가리아,85
2023,06,브라질,968
2023,06,브루나이,63
2023,06,사모아,7
2023,06,사우디아라비아,804
2023,06,산마리노,1
2023,06,상투메프린시페,3
2023,06,세네갈,22
2023,06,세르비아,62
2023,06,세르비아몬테네그로,1
2023,06,세이셸,2
2023,06,세인트루시아,5
2023,06,세인트크리스토퍼네비스,23
2023,06,소말리아,4
2023,06,솔로몬군도,1
2023,06,수단,31
2023,06,수리남,4
2023,06,스리랑카,1912
2023,06,스발바르,1
2023,06,스웨덴,868
2023,06,스위스,516
2023,06,스페인,831
2023,06,슬로바크,80
2023,06,슬로베니아,73
2023,06,시리아,76
2023,06,시에라리온,14
2023,06,싱가포르,5829
2023,06,아랍에미리트연합,482
2023,06,아르메니아,14
2023,06,아르헨티나,312
2023,06,아이슬란드,34
2023,06,아이티,10
2023,06,아일랜드,267
2023,06,아제르바이잔,63
2023,06,아프가니스탄,49
2023,06,안도라,1
2023,06,알바니아,44
2023,06,알제리,54
2023,06,앙골라,10
2023,06,에리트레아,2
2023,06,에스와티니,6
2023,06,에스토니아,43
2023,06,에콰도르,97
2023,06,에티오피아,66
2023,06,엘살바도르,20
2023,06,영국,2862
2023,06,영국외지민,85
2023,06,예멘공화국,37
2023,06,오만,19
2023,06,오스트레일리아,6076
2023,06,오스트리아,233
2023,06,온두라스,40
2023,06,요르단,150
2023,06,우간다,71
2023,06,우루과이,29
2023,06,우즈베키스탄,5377
2023,06,우크라이나,263
2023,06,유고슬라비아,1
2023,06,이라크,176
2023,06,이란,768
2023,06,이스라엘,273
2023,06,이집트,374
2023,06,이탈리아,874
2023,06,인도,2914
2023,06,인도네시아,8203
2023,06,일본,19726
2023,06,자메이카,23
2023,06,자이르,7
2023,06,잠비아,23
2023,06,적도기니,2
2023,06,조지아,40
2023,06,중국,91124
2023,06,중앙아프리카공화국,7
2023,06,지부티,3
2023,06,짐바브웨,36
2023,06,체코,230
2023,06,칠레,171
2023,06,카메룬,54
2023,06,카보베르데,1
2023,06,카자흐스탄,13327
2023,06,카타르,67
2023,06,캄보디아,2899
2023,06,캐나다,6789
2023,06,케냐,95
2023,06,코모로,4
2023,06,코소보,3
2023,06,코스타리카,86
2023,06,코트디부아르,83
2023,06,콜롬비아,271
2023,06,콩고,11
2023,06,콩고민주공화국,45
2023,06,쿠바,4
2023,06,쿠웨이트,109
2023,06,크로아티아,55
2023,06,키르기즈,1061
2023,06,키리바시,2
2023,06,키프로스,25
2023,06,태국,166154
2023,06,타이완,16069
2023,06,타지키스탄,1183
2023,06,탄자니아,46
2023,06,토고,8
2023,06,통가,19
2023,06,투르크메니스탄,144
2023,06,투발루,2
2023,06,튀니지,113
2023,06,튀르키예,1463
2023,06,트리니다드토바고,10
2023,06,티모르민주공화국,266
2023,06,파나마,21
2023,06,파라과이,152
2023,06,파키스탄,2493
2023,06,파푸아뉴기니,14
2023,06,팔라우,13
2023,06,팔레스타인,14
2023,06,페루,487
2023,06,포르투갈,221
2023,06,폴란드,619
2023,06,프랑스,3270
2023,06,피지,40
2023,06,핀란드,249
2023,06,필리핀,13208
2023,06,한국계중국인,10617
2023,06,헝가리,136
2023,06,홍콩,6095
2023,06,홍콩거주난민,13
2023,07,가나,343
2023,07,가봉,16
2023,07,가이아나,12
2023,07,감비아,19
2023,07,과테말라,85
2023,07,국적불명,15
2023,07,국제연합,31
2023,07,국제연합 전문기구,6
2023,07,그레나다,7
2023,07,그리스,136
2023,07,기니,19
2023,07,기니비사우,4
2023,07,나미비아,32
2023,07,나우루,3
2023,07,나이지리아,398
2023,07,남수단공화국,6
2023,07,남아프리카공화국,449
2023,07,네덜란드,3495
2023,07,네팔,4410
2023,07,노르웨이,925
2023,07,뉴질랜드,1171
2023,07,니제르,4
2023,07,니카라과,23
2023,07,덴마크,792
2023,07,도미니카공화국,51
2023,07,도미니카연방,14
2023,07,독일,5324
2023,07,라오스,1086
2023,07,라이베리아,69
2023,07,라트비아,51
2023,07,러시아(연방),15217
2023,07,레바논,41
2023,07,레소토,12
2023,07,루마니아,283
2023,07,룩셈부르크,88
2023,07,르완다,42
2023,07,리비아,246
2023,07,리투아니아,73
2023,07,리히텐슈타인,72
2023,07,마다가스카르,30
2023,07,마샬군도,17
2023,07,마카오,711
2023,07,말라위,14
2023,07,말레이시아,4528
2023,07,말리,23
2023,07,멕시코,1350
2023,07,모나코,3
2023,07,모로코,241
2023,07,모리셔스,61
2023,07,모리타니,4
2023,07,모잠비크,19
2023,07,몬테네그로,21
2023,07,몰도바,24
2023,07,몰디브,230
2023,07,몰타,96
2023,07,몽골,25582
2023,07,무국적,38
2023,07,미국,94823
2023,07,미얀마,2770
2023,07,미이크로네시아,14
2023,07,바누아투,7
2023,07,바레인,25
2023,07,바베이도스,1
2023,07,바하마,1
2023,07,방글라데시,4113
2023,07,베냉,20
2023,07,베네수엘라,100
2023,07,베트남,44720
2023,07,벨기에,1703
2023,07,벨라루스,65
2023,07,벨리즈,19
2023,07,보스니아-헤르체고비나,5
2023,07,보츠와나,3
2023,07,볼리비아,85
2023,07,부룬디,23
2023,07,부르키나파소,20
2023,07,부탄,8
2023,07,북마케도니아,50
2023,07,불가리아,83
2023,07,브라질,1922
2023,07,브루나이,107
2023,07,사모아,6
2023,07,사우디아라비아,795
2023,07,산마리노,14
2023,07,상투메프린시페,11
2023,07,세네갈,32
2023,07,세르비아,62
2023,07,세르비아몬테네그로,1
2023,07,세이셸,2
2023,07,세인트루시아,5
2023,07,세인트빈센트그레나딘,13
2023,07,세인트크리스토퍼네비스,10
2023,07,소말리아,8
2023,07,솔로몬군도,2
2023,07,수단,28
2023,07,수리남,7
2023,07,스리랑카,1993
2023,07,스발바르,1
2023,07,스웨덴,2551
2023,07,스위스,2211
2023,07,스페인,1495
2023,07,슬로바크,171
2023,07,슬로베니아,364
2023,07,시리아,94
2023,07,시에라리온,14
2023,07,싱가포르,2594
2023,07,아랍에미리트연합,600
2023,07,아르메니아,29
2023,07,아르헨티나,385
2023,07,아이슬란드,160
2023,07,아이티,17
2023,07,아일랜드,506
2023,07,아제르바이잔,229
2023,07,아프가니스탄,62
2023,07,안도라,2
2023,07,알바니아,38
2023,07,알제리,75
2023,07,앙골라,86
2023,07,앤티카바부다,8
2023,07,에리트레아,2
2023,07,에스와티니,5
2023,07,에스토니아,73
2023,07,에콰도르,372
2023,07,에티오피아,92
2023,07,엘살바도르,59
2023,07,영국,7567
2023,07,영국외지민,80
2023,07,예멘공화국,31
2023,07,오만,69
2023,07,오스트레일리아,4890
2023,07,오스트리아,844
2023,07,온두라스,64
2023,07,요르단,183
2023,07,우간다,97
2023,07,우루과이,43
2023,07,우즈베키스탄,5828
2023,07,우크라이나,320
2023,07,유고슬라비아,1
2023,07,이라크,168
2023,07,이란,759
2023,07,이스라엘,263
2023,07,이집트,501
2023,07,이탈리아,1304
2023,07,인도,2896
2023,07,인도네시아,6223
2023,07,일본,18396
2023,07,자메이카,28
2023,07,자이르,7
2023,07,잠비아,16
2023,07,적도기니,2
2023,07,조지아,33
2023,07,중국,111592
2023,07,중앙아프리카공화국,7
2023,07,지부티,3
2023,07,짐바브웨,32
2023,07,차드,10
2023,07,체코,427
2023,07,칠레,1173
2023,07,카메룬,72
2023,07,카보베르데,11
2023,07,카자흐스탄,13936
2023,07,카타르,121
2023,07,캄보디아,3127
2023,07,캐나다,8134
2023,07,케냐,98
2023,07,코모로,2
2023,07,코소보,2
2023,07,코스타리카,61
2023,07,코트디부아르,91
2023,07,콜롬비아,412
2023,07,콩고,20
2023,07,콩고민주공화국,53
2023,07,쿠바,10
2023,07,쿠웨이트,96
2023,07,크로아티아,61
2023,07,키르기즈,1123
2023,07,키프로스,48
2023,07,태국,165602
2023,07,타이완,15149
2023,07,타지키스탄,1086
2023,07,탄자니아,60
2023,07,토고,16
2023,07,통가,7
2023,07,투르크메니스탄,167
2023,07,투발루,1
2023,07,튀니지,178
2023,07,튀르키예,1136
2023,07,트리니다드토바고,35
2023,07,티모르민주공화국,330
2023,07,파나마,76
2023,07,파라과이,198
2023,07,파키스탄,2417
2023,07,파푸아뉴기니,23
2023,07,팔라우,8
2023,07,팔레스타인,18
2023,07,페루,607
2023,07,포르투갈,784
2023,07,폴란드,1131
2023,07,프랑스,4736
2023,07,피지,29
2023,07,핀란드,1014
2023,07,필리핀,11843
2023,07,한국계중국인,11943
2023,07,헝가리,309
2023,07,홍콩,7811
2023,07,홍콩거주난민,13
2023,08,가나,361
2023,08,가봉,19
2023,08,가이아나,5
2023,08,감비아,10
2023,08,과테말라,79
2023,08,국적불명,10
2023,08,국제연합,43
2023,08,국제연합 전문기구,28
2023,08,그레나다,2
2023,08,그리스,141
2023,08,기니,16
2023,08,기니비사우,4
2023,08,나미비아,3
2023,08,나우루,4
2023,08,나이지리아,408
2023,08,남수단공화국,4
2023,08,남아프리카공화국,379
2023,08,네덜란드,1431
2023,08,네팔,4709
2023,08,노르웨이,295
2023,08,뉴질랜드,1269
2023,08,니제르,2
2023,08,니카라과,20
2023,08,덴마크,442
2023,08,도미니카공화국,60
2023,08,도미니카연방,17
2023,08,독일,5610
2023,08,라오스,1200
2023,08,라이베리아,86
2023,08,라트비아,63
2023,08,러시아(연방),14256
2023,08,레바논,27
2023,08,레소토,14
2023,08,루마니아,260
2023,08,룩셈부르크,75
2023,08,르완다,58
2023,08,리비아,208
2023,08,리투아니아,127
2023,08,리히텐슈타인,4
2023,08,마다가스카르,27
2023,08,마샬군도,20
2023,08,마카오,355
2023,08,말라위,11
2023,08,말레이시아,7901
2023,08,말리,24
2023,08,멕시코,863
2023,08,모나코,4
2023,08,모로코,304
2023,08,모리셔스,22
2023,08,모리타니,5
2023,08,모잠비크,10
2023,08,몬테네그로,5
2023,08,몰도바,29
2023,08,몰디브,4
2023,08,몰타,17
2023,08,몽골,22675
2023,08,무국적,36
2023,08,미국,88123
2023,08,미얀마,3177
2023,08,미이크로네시아,17
2023,08,바누아투,15
2023,08,바레인,16
2023,08,바베이도스,4
2023,08,바하마,1
2023,08,방글라데시,3666
2023,08,베냉,12
2023,08,베네수엘라,76
2023,08,베트남,48173
2023,08,벨기에,553
2023,08,벨라루스,74
2023,08,벨리즈,8
2023,08,보스니아-헤르체고비나,3
2023,08,보츠와나,10
2023,08,볼리비아,52
2023,08,부룬디,59
2023,08,부르키나파소,17
2023,08,부탄,18
2023,08,북마케도니아,4
